state,state_code,job_title,avg_hourly,avg_annually
California,CA,Network and Computer Systems Administrators,55.18,"114,770"
Colorado,CO,Network and Computer Systems Administrators,50.30,"104,620"
Connecticut,CT,Network and Computer Systems Administrators,50.87,"105,810"
Delaware,DE,Network and Computer Systems Administrators,44.09,"91,710"
Florida,FL,Network and Computer Systems Administrators,45.89,"95,460"
Georgia,GA,Network and Computer Systems Administrators,47.30,"98,380"
Guam,GU,Network and Computer Systems Administrators,28.65,"59,600"
Hawaii,HI,Network and Computer Systems Administrators,46.30,"96,300"
Idaho,ID,Network and Computer Systems Administrators,46.27,"96,230"
Illinois,IL,Network and Computer Systems Administrators,46.72,"97,170"
Indiana,IN,Network and Computer Systems Administrators,41.33,"85,960"
Iowa,IA,Network and Computer Systems Administrators,43.16,"89,770"
Kansas,KS,Network and Computer Systems Administrators,41.97,"87,300"
Kentucky,KY,Network and Computer Systems Administrators,40.31,"83,840"
Louisiana,LA,Network and Computer Systems Administrators,40.85,"84,970"
Maine,ME,Network and Computer Systems Administrators,39.66,"82,500"
Maryland,MD,Network and Computer Systems Administrators,55.91,"116,300"
Massachusetts,MA,Network and Computer Systems Administrators,51.07,"106,220"
Michigan,MI,Network and Computer Systems Administrators,45.60,"94,840"
Minnesota,MN,Network and Computer Systems Administrators,48.45,"100,770"
Mississippi,MS,Network and Computer Systems Administrators,38.96,"81,040"
Missouri,MO,Network and Computer Systems Administrators,42.83,"89,080"
Montana,MT,Network and Computer Systems Administrators,38.75,"80,600"
Nebraska,NE,Network and Computer Systems Administrators,43.27,"90,010"
Nevada,NV,Network and Computer Systems Administrators,45.24,"94,100"
New Hampshire,NH,Network and Computer Systems Administrators,47.67,"99,160"
New Jersey,NJ,Network and Computer Systems Administrators,53.46,"111,190"
New Mexico,NM,Network and Computer Systems Administrators,39.04,"81,210"
New York,NY,Network and Computer Systems Administrators,52.57,"109,340"
North Carolina,NC,Network and Computer Systems Administrators,48.11,"100,070"
North Dakota,ND,Network and Computer Systems Administrators,39.68,"82,530"
Ohio,OH,Network and Computer Systems Administrators,49.18,"102,290"
Oklahoma,OK,Network and Computer Systems Administrators,44.21,"91,960"
Oregon,OR,Network and Computer Systems Administrators,49.66,"103,290"
Pennsylvania,PA,Network and Computer Systems Administrators,47.94,"99,710"
Rhode Island,RI,Network and Computer Systems Administrators,53.95,"112,220"
South Carolina,SC,Network and Computer Systems Administrators,44.29,"92,110"
South Dakota,SD,Network and Computer Systems Administrators,34.61,"71,980"
Tennessee,TN,Network and Computer Systems Administrators,42.95,"89,340"
Texas,TX,Network and Computer Systems Administrators,46.82,"97,380"
Utah,UT,Network and Computer Systems Administrators,48.69,"101,270"
Vermont,VT,Network and Computer Systems Administrators,42.66,"88,730"
Virgin Islands,VI,Network and Computer Systems Administrators,34.97,"72,740"
Virginia,VA,Network and Computer Systems Administrators,52.16,"108,490"
Washington,WA,Network and Computer Systems Administrators,53.05,"110,340"
West Virginia,WV,Network and Computer Systems Administrators,37.88,"78,790"
Wisconsin,WI,Network and Computer Systems Administrators,44.07,"91,660"
Wyoming,WY,Network and Computer Systems Administrators,38.19,"79,430"
Alabama,AL,Operations Research Analysts,54.04,"112,400"
Alaska,AK,Operations Research Analysts,46.83,"97,410"
Arizona,AZ,Operations Research Analysts,38.32,"79,700"
Arkansas,AR,Operations Research Analysts,36.07,"75,020"
California,CA,Operations Research Analysts,44.30,"92,150"
Colorado,CO,Operations Research Analysts,48.62,"101,130"
Connecticut,CT,Operations Research Analysts,45.91,"95,490"
Delaware,DE,Operations Research Analysts,51.81,"107,770"
Florida,FL,Operations Research Analysts,41.47,"86,260"
Georgia,GA,Operations Research Analysts,39.81,"82,810"
Hawaii,HI,Operations Research Analysts,48.81,"101,520"
Idaho,ID,Operations Research Analysts,40.69,"84,620"
Illinois,IL,Operations Research Analysts,51.11,"106,300"
Indiana,IN,Operations Research Analysts,42.37,"88,120"
Iowa,IA,Operations Research Analysts,39.73,"82,640"
Kansas,KS,Operations Research Analysts,45.68,"95,020"
Kentucky,KY,Operations Research Analysts,39.41,"81,970"
Louisiana,LA,Operations Research Analysts,35.53,"73,900"
Maine,ME,Operations Research Analysts,47.02,"97,810"
Maryland,MD,Operations Research Analysts,54.06,"112,450"
Massachusetts,MA,Operations Research Analysts,46.60,"96,930"
Michigan,MI,Operations Research Analysts,48.19,"100,240"
Minnesota,MN,Operations Research Analysts,49.40,"102,740"
Mississippi,MS,Operations Research Analysts,40.66,"84,570"
Missouri,MO,Operations Research Analysts,30.59,"63,640"
Montana,MT,Operations Research Analysts,37.49,"77,970"
Nebraska,NE,Operations Research Analysts,43.53,"90,540"
Nevada,NV,Operations Research Analysts,41.53,"86,390"
New Hampshire,NH,Operations Research Analysts,43.99,"91,500"
New Jersey,NJ,Operations Research Analysts,52.40,"108,990"
New Mexico,NM,Operations Research Analysts,40.72,"84,690"
New York,NY,Operations Research Analysts,53.78,"111,860"
North Carolina,NC,Operations Research Analysts,47.61,"99,020"
North Dakota,ND,Operations Research Analysts,42.29,"87,970"
Ohio,OH,Operations Research Analysts,44.83,"93,250"
Oklahoma,OK,Operations Research Analysts,30.66,"63,760"
Oregon,OR,Operations Research Analysts,47.64,"99,080"
Pennsylvania,PA,Operations Research Analysts,39.48,"82,110"
Rhode Island,RI,Operations Research Analysts,37.38,"77,740"
South Carolina,SC,Operations Research Analysts,41.57,"86,460"
Tennessee,TN,Operations Research Analysts,38.13,"79,310"
Texas,TX,Operations Research Analysts,46.30,"96,300"
Utah,UT,Operations Research Analysts,39.24,"81,620"
Vermont,VT,Operations Research Analysts,42.64,"88,690"
Virginia,VA,Operations Research Analysts,58.23,"121,120"
Washington,WA,Operations Research Analysts,49.44,"102,840"
West Virginia,WV,Operations Research Analysts,34.03,"70,770"
Wisconsin,WI,Operations Research Analysts,39.30,"81,750"
Alabama,AL,Budget Analysts,45.86,"95,390"
Alaska,AK,Budget Analysts,44.55,"92,660"
Arizona,AZ,Budget Analysts,39.00,"81,120"
Arkansas,AR,Budget Analysts,29.03,"60,370"
California,CA,Budget Analysts,49.52,"102,990"
Colorado,CO,Budget Analysts,44.36,"92,260"
Connecticut,CT,Budget Analysts,43.72,"90,930"
Delaware,DE,Budget Analysts,41.05,"85,380"
Florida,FL,Budget Analysts,40.84,"84,950"
Georgia,GA,Budget Analysts,42.94,"89,310"
Hawaii,HI,Budget Analysts,40.64,"84,540"
Idaho,ID,Budget Analysts,36.43,"75,770"
Illinois,IL,Budget Analysts,43.27,"90,000"
Indiana,IN,Budget Analysts,39.40,"81,950"
Iowa,IA,Budget Analysts,39.53,"82,220"
Kansas,KS,Budget Analysts,39.03,"81,190"
Kentucky,KY,Budget Analysts,35.20,"73,220"
Louisiana,LA,Budget Analysts,37.17,"77,310"
Maine,ME,Budget Analysts,36.75,"76,440"
Maryland,MD,Budget Analysts,51.02,"106,130"
Massachusetts,MA,Budget Analysts,44.69,"92,950"
Michigan,MI,Budget Analysts,41.40,"86,120"
Minnesota,MN,Budget Analysts,44.70,"92,970"
Mississippi,MS,Budget Analysts,36.33,"75,560"
Missouri,MO,Budget Analysts,37.97,"78,980"
Montana,MT,Budget Analysts,33.83,"70,360"
Nebraska,NE,Budget Analysts,39.15,"81,440"
Nevada,NV,Budget Analysts,38.06,"79,160"
New Hampshire,NH,Budget Analysts,47.32,"98,420"
New Jersey,NJ,Budget Analysts,43.02,"89,470"
New Mexico,NM,Budget Analysts,44.98,"93,550"
New York,NY,Budget Analysts,47.97,"99,780"
North Carolina,NC,Budget Analysts,39.04,"81,210"
North Dakota,ND,Budget Analysts,37.58,"78,160"
Ohio,OH,Budget Analysts,42.65,"88,720"
Oklahoma,OK,Budget Analysts,35.68,"74,210"
Oregon,OR,Budget Analysts,43.46,"90,390"
Pennsylvania,PA,Budget Analysts,40.57,"84,380"
Rhode Island,RI,Budget Analysts,43.75,"90,990"
South Carolina,SC,Budget Analysts,37.43,"77,860"
South Dakota,SD,Budget Analysts,36.52,"75,970"
Tennessee,TN,Budget Analysts,39.82,"82,830"
Texas,TX,Budget Analysts,39.31,"81,760"
Utah,UT,Budget Analysts,42.37,"88,120"
Vermont,VT,Budget Analysts,38.61,"80,300"
Virgin Islands,VI,Budget Analysts,30.02,"62,450"
Virginia,VA,Budget Analysts,50.02,"104,050"
Washington,WA,Budget Analysts,44.11,"91,740"
West Virginia,WV,Budget Analysts,38.09,"79,220"
Wisconsin,WI,Budget Analysts,38.46,"79,990"
Wyoming,WY,Budget Analysts,37.52,"78,040"
Alabama,AL,Computer Systems Analysts,52.18,"108,520"
Alaska,AK,Computer Systems Analysts,42.41,"88,210"
Arizona,AZ,Computer Systems Analysts,48.32,"100,510"
Arkansas,AR,Computer Systems Analysts,40.54,"84,330"
California,CA,Computer Systems Analysts,62.22,"129,420"
Colorado,CO,Computer Systems Analysts,56.89,"118,340"
Connecticut,CT,Computer Systems Analysts,51.77,"107,670"
Delaware,DE,Computer Systems Analysts,63.28,"131,620"
Florida,FL,Computer Systems Analysts,50.99,"106,050"
Georgia,GA,Computer Systems Analysts,50.88,"105,820"
Hawaii,HI,Computer Systems Analysts,44.82,"93,230"
Idaho,ID,Computer Systems Analysts,43.92,"91,360"
Illinois,IL,Computer Systems Analysts,49.02,"101,970"
Indiana,IN,Computer Systems Analysts,46.45,"96,610"
Iowa,IA,Computer Systems Analysts,45.86,"95,380"
Kansas,KS,Computer Systems Analysts,48.27,"100,410"
Kentucky,KY,Computer Systems Analysts,39.92,"83,040"
Louisiana,LA,Computer Systems Analysts,41.12,"85,530"
Maine,ME,Computer Systems Analysts,42.97,"89,380"
Maryland,MD,Computer Systems Analysts,56.95,"118,460"
Massachusetts,MA,Computer Systems Analysts,60.04,"124,870"
Michigan,MI,Computer Systems Analysts,48.80,"101,510"
Minnesota,MN,Computer Systems Analysts,52.38,"108,940"
Mississippi,MS,Computer Systems Analysts,42.19,"87,750"
Missouri,MO,Computer Systems Analysts,46.95,"97,650"
Montana,MT,Computer Systems Analysts,39.55,"82,260"
Nebraska,NE,Computer Systems Analysts,43.43,"90,330"
Nevada,NV,Computer Systems Analysts,51.63,"107,380"
New Hampshire,NH,Computer Systems Analysts,53.59,"111,470"
New Jersey,NJ,Computer Systems Analysts,60.69,"126,240"
New Mexico,NM,Computer Systems Analysts,46.10,"95,890"
New York,NY,Computer Systems Analysts,56.04,"116,560"
North Carolina,NC,Computer Systems Analysts,53.64,"111,580"
North Dakota,ND,Computer Systems Analysts,48.40,"100,680"
Ohio,OH,Computer Systems Analysts,47.72,"99,260"
Oklahoma,OK,Computer Systems Analysts,49.74,"103,460"
Oregon,OR,Computer Systems Analysts,56.93,"118,410"
Pennsylvania,PA,Computer Systems Analysts,44.73,"93,040"
Rhode Island,RI,Computer Systems Analysts,54.56,"113,490"
South Carolina,SC,Computer Systems Analysts,49.17,"102,270"
South Dakota,SD,Computer Systems Analysts,47.77,"99,350"
Tennessee,TN,Computer Systems Analysts,47.42,"98,630"
Texas,TX,Computer Systems Analysts,55.41,"115,240"
Utah,UT,Computer Systems Analysts,46.64,"97,020"
Virgin Islands,VI,Computer Systems Analysts,29.96,"62,320"
Virginia,VA,Computer Systems Analysts,55.68,"115,820"
Washington,WA,Computer Systems Analysts,63.83,"132,760"
West Virginia,WV,Computer Systems Analysts,46.84,"97,420"
Wisconsin,WI,Computer Systems Analysts,46.26,"96,220"
Wyoming,WY,Computer Systems Analysts,53.53,"111,340"
Alabama,AL,Market Research Analysts and Marketing Specialists,32.90,"68,420"
Alaska,AK,Market Research Analysts and Marketing Specialists,33.28,"69,210"
Arizona,AZ,Market Research Analysts and Marketing Specialists,36.88,"76,700"
Arkansas,AR,Market Research Analysts and Marketing Specialists,34.60,"71,970"
California,CA,Market Research Analysts and Marketing Specialists,48.10,"100,040"
Colorado,CO,Market Research Analysts and Marketing Specialists,41.16,"85,600"
Connecticut,CT,Market Research Analysts and Marketing Specialists,38.41,"79,890"
Delaware,DE,Market Research Analysts and Marketing Specialists,45.57,"94,790"
Florida,FL,Market Research Analysts and Marketing Specialists,38.86,"80,830"
Georgia,GA,Market Research Analysts and Marketing Specialists,38.04,"79,130"
Guam,GU,Market Research Analysts and Marketing Specialists,22.38,"46,550"
Hawaii,HI,Market Research Analysts and Marketing Specialists,29.64,"61,640"
Idaho,ID,Market Research Analysts and Marketing Specialists,29.68,"61,730"
Illinois,IL,Market Research Analysts and Marketing Specialists,37.98,"79,000"
Indiana,IN,Market Research Analysts and Marketing Specialists,33.83,"70,360"
Iowa,IA,Market Research Analysts and Marketing Specialists,33.76,"70,230"
Kansas,KS,Market Research Analysts and Marketing Specialists,33.14,"68,920"
Kentucky,KY,Market Research Analysts and Marketing Specialists,31.06,"64,600"
Louisiana,LA,Market Research Analysts and Marketing Specialists,29.88,"62,140"
Maine,ME,Market Research Analysts and Marketing Specialists,35.23,"73,280"
Maryland,MD,Market Research Analysts and Marketing Specialists,37.13,"77,220"
Massachusetts,MA,Market Research Analysts and Marketing Specialists,44.36,"92,260"
Michigan,MI,Market Research Analysts and Marketing Specialists,35.39,"73,610"
Minnesota,MN,Market Research Analysts and Marketing Specialists,41.06,"85,410"
Mississippi,MS,Market Research Analysts and Marketing Specialists,27.77,"57,760"
Missouri,MO,Market Research Analysts and Marketing Specialists,35.19,"73,200"
Montana,MT,Market Research Analysts and Marketing Specialists,35.82,"74,500"
Nebraska,NE,Market Research Analysts and Marketing Specialists,31.24,"64,980"
Nevada,NV,Market Research Analysts and Marketing Specialists,33.16,"68,970"
New Hampshire,NH,Market Research Analysts and Marketing Specialists,35.38,"73,590"
New Jersey,NJ,Market Research Analysts and Marketing Specialists,44.76,"93,100"
New Mexico,NM,Market Research Analysts and Marketing Specialists,29.15,"60,630"
New York,NY,Market Research Analysts and Marketing Specialists,46.25,"96,200"
North Carolina,NC,Market Research Analysts and Marketing Specialists,39.88,"82,950"
North Dakota,ND,Market Research Analysts and Marketing Specialists,30.23,"62,870"
Ohio,OH,Market Research Analysts and Marketing Specialists,35.58,"74,000"
Oklahoma,OK,Market Research Analysts and Marketing Specialists,32.53,"67,660"
Oregon,OR,Market Research Analysts and Marketing Specialists,40.47,"84,170"
Pennsylvania,PA,Market Research Analysts and Marketing Specialists,32.80,"68,220"
Rhode Island,RI,Market Research Analysts and Marketing Specialists,37.39,"77,760"
South Carolina,SC,Market Research Analysts and Marketing Specialists,32.40,"67,400"
South Dakota,SD,Market Research Analysts and Marketing Specialists,33.17,"68,990"
Tennessee,TN,Market Research Analysts and Marketing Specialists,34.57,"71,910"
Texas,TX,Market Research Analysts and Marketing Specialists,36.23,"75,350"
Utah,UT,Market Research Analysts and Marketing Specialists,31.46,"65,440"
Vermont,VT,Market Research Analysts and Marketing Specialists,33.98,"70,680"
Virgin Islands,VI,Market Research Analysts and Marketing Specialists,22.13,"46,020"
Virginia,VA,Market Research Analysts and Marketing Specialists,41.24,"85,780"
Washington,WA,Market Research Analysts and Marketing Specialists,51.16,"106,420"
West Virginia,WV,Market Research Analysts and Marketing Specialists,27.43,"57,040"
Wisconsin,WI,Market Research Analysts and Marketing Specialists,32.47,"67,550"
Wyoming,WY,Market Research Analysts and Marketing Specialists,28.24,"58,740"
Alabama,AL,Software Quality Assurance Analysts and Testers,48.81,"101,520"
Alaska,AK,Software Quality Assurance Analysts and Testers,51.73,"107,600"
Arizona,AZ,Software Quality Assurance Analysts and Testers,47.23,"98,250"
California,CA,Software Quality Assurance Analysts and Testers,63.82,"132,750"
Colorado,CO,Software Quality Assurance Analysts and Testers,54.91,"114,210"
Connecticut,CT,Software Quality Assurance Analysts and Testers,46.45,"96,610"
Delaware,DE,Software Quality Assurance Analysts and Testers,54.43,"113,210"
Florida,FL,Software Quality Assurance Analysts and Testers,46.75,"97,240"
Georgia,GA,Software Quality Assurance Analysts and Testers,47.61,"99,030"
Hawaii,HI,Software Quality Assurance Analysts and Testers,54.27,"112,880"
Idaho,ID,Software Quality Assurance Analysts and Testers,57.48,"119,560"
Illinois,IL,Software Quality Assurance Analysts and Testers,45.60,"94,850"
Indiana,IN,Software Quality Assurance Analysts and Testers,42.61,"88,630"
Iowa,IA,Software Quality Assurance Analysts and Testers,41.80,"86,940"
Kansas,KS,Software Quality Assurance Analysts and Testers,42.07,"87,510"
Kentucky,KY,Software Quality Assurance Analysts and Testers,36.12,"75,120"
Louisiana,LA,Software Quality Assurance Analysts and Testers,36.09,"75,070"
Maine,ME,Software Quality Assurance Analysts and Testers,41.87,"87,090"
Maryland,MD,Software Quality Assurance Analysts and Testers,57.49,"119,570"
Massachusetts,MA,Software Quality Assurance Analysts and Testers,57.08,"118,720"
Michigan,MI,Software Quality Assurance Analysts and Testers,40.94,"85,160"
Minnesota,MN,Software Quality Assurance Analysts and Testers,49.01,"101,950"
Mississippi,MS,Software Quality Assurance Analysts and Testers,41.17,"85,620"
Missouri,MO,Software Quality Assurance Analysts and Testers,36.97,"76,900"
Montana,MT,Software Quality Assurance Analysts and Testers,37.40,"77,780"
Nebraska,NE,Software Quality Assurance Analysts and Testers,43.97,"91,450"
Nevada,NV,Software Quality Assurance Analysts and Testers,38.82,"80,750"
New Hampshire,NH,Software Quality Assurance Analysts and Testers,49.22,"102,370"
New Jersey,NJ,Software Quality Assurance Analysts and Testers,55.37,"115,180"
